ApplicationDate,Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,LoanApproved,RiskScore
4/30/2015,35,21341,625,Employed,Master,15,30655,24,Widowed,0,Mortgage,222,0.229248533,3,3,0.361834186,0,Home,1,24,29,2881,704,349461,16714,1778.416667,0.898389821,6,332747,0.193155,0.197057934,1555.808466,0.99965801,0,53
5/1/2015,44,231682,581,Employed,High School,22,40304,48,Married,0,Mortgage,632,0.181762552,2,0,0.159044467,0,Education,1,26,27,10308,12907,23215,13424,19306.83333,0.910834257,5,9791,0.244804,0.22532386,1281.498593,0.099109914,1,42.4
5/2/2015,39,23370,567,Employed,High School,17,27277,48,Married,4,Own,366,0.375066352,2,1,0.181838625,0,Other,0,33,10,3948,1102,36454,24417,1947.5,0.860450856,4,12037,0.238777,0.240086685,889.4109914,0.644626953,0,52
5/3/2015,53,40781,466,Employed,Bachelor,30,23660,60,Divorced,2,Mortgage,552,0.158665394,5,3,0.31187695,0,Debt Consolidation,1,30,19,1494,324,156323,5602,3398.416667,0.857720167,6,150721,0.29566,0.269284223,721.4539871,0.374719792,0,56
5/4/2015,39,65072,611,Employed,Bachelor,15,14999,48,Widowed,0,Mortgage,1238,0.325083731,4,1,0.207085727,0,Home,0,23,14,6670,882,52468,4687,5422.666667,0.923367208,8,47781,0.204499,0.24147544,490.2191673,0.318702822,0,49
5/5/2015,18,50978,517,Employed,Bachelor,0,55876,48,Married,2,Rent,590,0.569922271,4,0,0.755239093,0,Other,0,22,1,3739,1193,111242,8661,4248.166667,0.490931555,2,102581,0.292376,0.336213984,2131.245471,0.640569376,0,59
5/6/2015,55,74457,551,Employed,Bachelor,29,13887,36,Divorced,0,Rent,265,0.161956466,3,2,0.27961907,0,Home,0,27,11,6289,2838,27534,22561,6204.75,0.800713043,6,4973,0.223387,0.214191362,526.1869056,0.1275131,1,40.8
5/7/2015,29,25381,509,Employed,High School,6,11759,24,Single,3,Own,230,0.252373733,2,2,0.317734893,0,Auto,0,26,1,9425,656,197810,81227,2115.083333,0.880227082,10,116583,0.232259,0.244585348,624.405633,0.403958378,0,56
5/8/2015,32,53187,606,Employed,Master,8,31563,36,Single,1,Mortgage,166,0.30435427,7,0,0.152964996,0,Education,0,18,16,5168,8938,69115,42441,4432.25,0.581984006,1,26674,0.213563,0.172696241,1129.546959,0.292300064,1,37.6
5/9/2015,32,45418,582,Employed,High School,11,17055,12,Single,3,Own,407,0.287636174,2,1,0.384135417,0,Home,0,15,2,2119,429,8640,27036,3784.833333,0.674877528,6,4807,0.191055,0.194552625,1575.438475,0.523784881,0,59
5/10/2015,56,48766,613,Employed,Bachelor,31,32282,36,Married,5,Mortgage,265,0.197686645,6,1,0.492209152,0,Debt Consolidation,1,14,16,2074,4801,166013,5237,4063.833333,0.849564806,5,160776,0.210782,0.18443842,1174.271888,0.354166072,0,55
5/11/2015,18,58743,594,Employed,Bachelor,0,45074,36,Married,5,Rent,167,0.432234597,4,2,0.143494645,0,Home,0,17,12,2332,1345,29922,19822,4895.25,0.791579687,1,10100,0.233074,0.231494174,1748.314153,0.391259722,0,51
5/12/2015,77,102193,532,Employed,High School,54,19269,24,Married,0,Mortgage,736,0.259256461,6,0,0.357817893,0,Other,0,33,27,1191,515,17955,31671,8516.083333,0.461265116,11,2741,0.228269,0.239636438,1018.423557,0.206012963,1,42.4
5/13/2015,52,63345,538,Self-Employed,Doctorate,31,27666,60,Divorced,4,Own,438,0.078791766,4,0,0.506274719,0,Home,0,26,28,7893,2933,26499,51126,5278.75,0.757847564,2,9958,0.263666,0.252662822,816.3583703,0.237624129,1,48
5/14/2015,42,45933,545,Employed,Associate,21,17621,36,Single,0,Own,479,0.361721872,5,2,0.707358894,0,Education,0,21,9,8801,433,43438,14280,3827.75,0.911070059,5,29158,0.230121,0.199386914,654.3091809,0.296077116,0,60
5/15/2015,39,76743,446,Employed,High School,15,22856,60,Married,1,Rent,246,0.419355926,2,0,0.401641244,0,Debt Consolidation,0,27,10,15230,7686,55430,177170,6395.25,0.680555323,6,7291,0.304856,0.340608258,797.4749409,0.163164058,0,57
5/16/2015,43,94990,596,Employed,Master,21,20660,60,Married,0,Mortgage,627,0.401091579,3,0,0.56483197,0,Auto,1,25,8,1996,1718,99697,145129,7915.833333,0.693420102,3,1316,0.22766,0.221083459,571.8801471,0.151453435,1,52
5/17/2015,46,144721,627,Employed,Bachelor,25,35597,48,Married,2,Rent,337,0.425799297,4,1,0.270648873,0,Debt Consolidation,0,21,22,3804,10198,83455,108503,12060.08333,0.867213381,5,10866,0.217097,0.24573215,1171.836775,0.125109979,1,38.4
5/18/2015,47,19198,621,Employed,Bachelor,26,16770,48,Married,2,Rent,256,0.321751764,2,1,0.442768926,0,Debt Consolidation,0,27,12,615,1574,168232,41923,1599.833333,0.647269621,4,126309,0.20127,0.234020175,541.2036606,0.498304195,0,51
5/19/2015,46,86847,612,Employed,Bachelor,22,15727,60,Married,3,Mortgage,495,0.100777943,4,0,0.033524269,0,Debt Consolidation,0,24,17,6370,26,110434,109257,7237.25,0.854204829,7,1177,0.214727,0.243452477,455.5908987,0.131346976,1,36
5/20/2015,41,91447,611,Employed,Master,20,19957,36,Married,4,Own,320,0.13857797,0,0,0.3060069,0,Debt Consolidation,0,21,27,8237,594,29036,40834,7620.583333,0.847433966,11,7985,0.199457,0.195147809,736.7488395,0.138670334,1,39.2
5/21/2015,37,29203,583,Employed,High School,15,30683,12,Divorced,1,Rent,824,0.24032797,4,1,0.181148603,0,Debt Consolidation,0,32,8,1553,2799,23459,18561,2433.583333,0.693596914,6,4898,0.204183,0.171963987,2801.295998,1.48969462,0,53
5/22/2015,38,54233,560,Employed,High School,15,14771,60,Divorced,1,Mortgage,447,0.112833672,3,1,0.069177595,0,Auto,0,25,26,5067,106,38079,5811,4519.416667,0.848264466,2,32268,0.239771,0.273422799,454.0639948,0.199376172,0,49
5/23/2015,37,93508,485,Employed,Associate,18,12191,60,Married,2,Own,142,0.32152388,1,1,0.650314343,0,Home,0,23,6,5408,895,72136,10272,7792.333333,0.715797435,4,61864,0.274691,0.313254284,404.4026654,0.070120546,0,57
5/24/2015,53,31605,568,Employed,High School,33,39636,48,Single,2,Rent,528,0.054438154,8,0,0.115771315,0,Auto,0,18,8,1543,549,45961,34195,2633.75,0.813218103,8,11766,0.250636,0.260405703,1337.324031,0.708238835,0,51
5/25/2015,47,83554,656,Employed,Bachelor,24,7248,84,Widowed,1,Mortgage,1538,0.043471406,2,6,0.638771932,0,Home,1,24,16,629,245,45939,13899,6962.833333,0.77904063,4,32040,0.204248,0.235233249,176.6718559,0.246260649,0,56
5/26/2015,18,72504,515,Employed,Associate,0,11487,48,Married,4,Other,257,0.458374475,5,0,0.206633782,0,Debt Consolidation,0,25,10,2902,89,154098,18306,6042,0.83824027,4,135792,0.248987,0.225118122,365.1096259,0.102964188,1,39.2
5/27/2015,47,21937,425,Employed,High School,22,65055,36,Divorced,0,Rent,184,0.231814281,7,1,0.231963546,0,Auto,0,27,18,1522,9706,55020,23969,1828.083333,0.578990543,3,31051,0.337555,0.339857775,2905.608526,1.690080791,0,54
5/28/2015,42,40889,596,Employed,High School,18,9173,60,Single,3,Rent,1040,0.262625217,2,0,0.538705378,1,Auto,0,31,23,19140,512,19652,23705,3407.416667,0.760390282,5,9697,0.216173,0.200101282,243.0800923,0.376555091,0,71
5/29/2015,39,63793,463,Employed,Bachelor,15,17697,108,Divorced,0,Other,271,0.430001345,5,2,0.423982547,1,Debt Consolidation,0,20,5,16678,6169,115090,16858,5316.083333,0.93214065,3,98232,0.331197,0.309329,487.3812013,0.142657884,0,69
5/30/2015,35,28741,547,Employed,Master,9,15924,60,Married,1,Mortgage,432,0.286643801,3,1,0.147511326,0,Education,0,24,20,3478,653,1370198,242009,2395.083333,0.501479227,6,1128189,0.247424,0.2969088,512.1760504,0.394214279,1,35.2
5/31/2015,53,48169,602,Employed,Associate,31,6995,96,Married,3,Own,208,0.760233003,4,0,0.186111376,0,Education,0,30,23,1140,1168,40245,10959,2499.916667,0.781741119,6,29286,0.240995,0.25079721,169.4578297,0.150988165,0,50
6/1/2015,51,56653,567,Employed,Bachelor,27,13337,24,Single,1,Rent,274,0.648222585,3,1,0.694038984,0,Home,0,23,9,6148,1540,70449,10775,4721.083333,0.957189885,4,59674,0.204837,0.230927586,699.1171306,0.206121575,0,59
6/2/2015,30,52357,487,Employed,High School,9,25148,24,Married,3,Mortgage,338,0.118019515,6,3,0.240168392,0,Other,0,18,18,8040,1651,71632,33096,4363.083333,0.693128632,8,38536,0.256648,0.242666079,1332.951056,0.38297482,0,51
6/3/2015,44,65642,538,Employed,Bachelor,17,32125,36,Single,1,Own,468,0.414812575,2,2,0.100521237,0,Debt Consolidation,0,26,27,13067,2553,62725,24748,5470.166667,0.810770772,3,37977,0.248125,0.248582884,1274.877887,0.318615134,0,51
6/4/2015,28,21701,523,Employed,High School,2,38243,60,Single,2,Mortgage,251,0.10190742,3,2,0.511422173,0,Auto,0,21,15,5044,720,29233,49993,1808.416667,0.819278563,2,2032,0.281743,0.28815847,1209.620373,0.807679115,0,59
6/5/2015,23,61167,461,Employed,Associate,0,18272,48,Married,2,Mortgage,432,0.156749715,1,4,0.216005497,0,Other,0,19,20,980,737,66833,97558,5097.25,0.793776385,2,5322,0.282772,0.292822512,650.2958053,0.212329355,0,51
6/6/2015,32,24860,505,Employed,Bachelor,9,8736,48,Single,0,Mortgage,243,0.325250549,3,1,0.339093065,0,Auto,1,25,26,199,319,82124,134771,2071.666667,0.761040635,5,5588,0.251236,0.242276127,285.9100213,0.255306527,0,62
6/7/2015,50,22173,620,Employed,Master,25,22603,36,Single,4,Rent,471,0.236968906,2,1,0.212240068,0,Debt Consolidation,0,24,9,2250,1568,36287,15173,1847.75,0.814346702,5,21114,0.197603,0.181894074,819.3018478,0.698309754,0,52
6/8/2015,51,46113,581,Employed,Associate,29,43793,60,Married,0,Rent,353,0.216389935,7,2,0.224818278,0,Home,0,24,24,4709,3894,29567,27137,3842.75,0.92348549,8,2430,0.258293,0.267162544,1329.816621,0.43791988,0,53
6/9/2015,46,107590,604,Employed,Bachelor,25,47237,72,Divorced,2,Other,377,0.088257097,3,4,0.583802651,0,Debt Consolidation,0,33,23,1457,23608,25065,13203,8965.833333,0.706880173,4,11862,0.260237,0.237054849,1235.168771,0.179812485,0,53
6/10/2015,48,87620,564,Employed,Bachelor,24,35998,36,Single,4,Rent,309,0.301561353,2,2,0.621495456,0,Debt Consolidation,0,27,16,5631,1630,54349,45728,7301.666667,0.683926466,9,8621,0.238998,0.244086055,1420.038799,0.236800566,0,57
6/11/2015,46,54578,646,Employed,Master,23,11141,36,Divorced,0,Own,597,0.039612046,2,0,0.34524618,0,Home,0,33,2,345,4644,24216,41473,4548.166667,0.746642533,4,5170,0.173141,0.2077692,418.462942,0.22326863,0,54
6/12/2015,32,31163,499,Employed,Associate,9,19984,36,Married,1,Other,609,0.280950425,4,4,0.277833908,0,Debt Consolidation,0,23,27,4832,99,10952,1567,2596.916667,0.827895887,4,9385,0.255484,0.249403076,793.9295911,0.54022896,0,53
6/13/2015,45,42533,649,Employed,Associate,24,24710,36,Widowed,0,Own,340,0.458823744,4,1,0.080553095,0,Home,0,17,7,9528,182,39678,6985,3544.416667,0.697677539,4,32693,0.18521,0.15993515,868.6511756,0.341001437,0,50
6/14/2015,49,67931,577,Employed,Master,30,26797,48,Single,0,Mortgage,330,0.159586047,5,1,0.189400858,0,Other,0,21,19,1069,2501,11323,85639,5660.916667,0.745321377,3,8674,0.233297,0.245057364,881.1403993,0.213947753,0,49
6/15/2015,49,21244,399,Employed,High School,26,9051,72,Single,0,Mortgage,1047,0.426336902,2,1,0.303613404,0,Home,1,23,13,3132,304,40797,46255,1770.333333,0.943277504,10,7245,0.324551,0.33423544,292.5736903,0.756678793,0,63
6/16/2015,54,35243,544,Employed,High School,30,61580,72,Divorced,4,Rent,512,0.253756153,2,1,0.231167115,1,Auto,0,26,27,2031,21287,213108,15155,2936.916667,0.784324342,8,197953,0.30458,0.317983677,1924.556874,0.829630919,0,61
6/17/2015,48,46496,613,Unemployed,High School,26,42606,36,Married,1,Mortgage,560,0.244915969,2,2,0.44440696,0,Other,0,20,9,11798,1284,143400,24135,3874.666667,0.590670391,5,119265,0.221106,0.218673398,1624.21989,0.563718141,0,54
6/18/2015,44,22666,641,Employed,Master,19,21996,36,Married,0,Own,802,0.364827341,0,1,0.143262168,0,Debt Consolidation,0,24,13,5833,495,8105,16299,1888.833333,0.823493014,3,1796,0.186496,0.212240245,831.2329733,0.864678182,0,49
6/19/2015,52,31453,562,Employed,High School,31,23479,48,Married,4,Mortgage,345,0.306467013,5,2,0.104920323,1,Auto,0,21,16,1280,8357,45326,9233,2621.083333,0.912850899,2,36093,0.237479,0.225099353,746.2464347,0.416334124,0,63
6/20/2015,39,68433,575,Employed,Master,19,17157,24,Divorced,1,Mortgage,831,0.277076476,5,1,0.189359128,0,Education,1,22,6,776,3383,152337,29504,5702.75,0.94856293,5,122833,0.204657,0.201769478,874.7030903,0.299101853,0,54
6/21/2015,29,42974,604,Employed,Associate,7,40864,24,Single,2,Own,153,0.24553829,7,5,0.162254597,0,Debt Consolidation,0,20,28,5101,496,77349,37442,3581.166667,0.787047902,7,39907,0.213864,0.185265677,2050.510519,0.615305213,0,48
6/22/2015,38,36033,594,Employed,High School,16,12349,36,Married,1,Rent,972,0.32629278,2,0,0.085415314,0,Auto,0,27,7,8112,409,349632,39552,3002.75,0.893447121,5,310080,0.200349,0.205958391,462.6907837,0.477792285,0,46
6/23/2015,31,19540,589,Employed,Associate,7,23313,48,Married,2,Other,289,0.413664813,2,3,0.47709192,0,Auto,0,12,14,3268,2795,113111,177658,1628.333333,0.73340437,5,2064,0.223813,0.217213424,730.9788985,0.626394411,0,59
6/24/2015,31,87840,449,Employed,High School,10,14491,60,Married,0,Other,526,0.254834554,2,1,0.427801519,0,Other,0,20,5,622,4818,117542,48310,7320,0.869666676,6,69232,0.294991,0.318787032,485.6918964,0.138209275,0,55
6/25/2015,38,30041,533,Employed,Bachelor,13,21832,60,Married,2,Other,567,0.215648724,1,0,0.046681404,0,Auto,0,23,14,4095,2010,77743,81787,2503.416667,0.69304534,4,1266,0.260332,0.258913427,652.2566799,0.487037055,0,51
6/26/2015,30,48889,524,Employed,Bachelor,4,39517,36,Divorced,4,Mortgage,314,0.17741304,3,0,0.627082356,0,Home,0,21,25,432,260,9289,83339,4074.083333,0.867643334,3,5162,0.262517,0.275173941,1624.278933,0.475758293,0,58
6/27/2015,36,37369,530,Employed,Associate,14,15969,72,Single,0,Own,662,0.188627337,6,1,0.493835413,0,Debt Consolidation,1,27,13,2191,2022,120584,33286,3114.083333,0.615099407,5,87298,0.265969,0.289858284,470.0222209,0.363516997,0,60
6/28/2015,18,31153,547,Employed,High School,0,24113,12,Married,1,Rent,634,0.177403717,2,1,0.416170927,0,Auto,0,32,3,3943,569,76555,9585,2596.083333,0.906236788,1,66970,0.215613,0.241173686,2281.485382,1.123032279,0,57
6/29/2015,42,73918,606,Employed,Bachelor,22,20663,48,Married,5,Mortgage,396,0.109153188,2,0,0.545363442,0,Home,0,18,23,7072,397,122365,60900,6159.833333,0.912937813,7,61465,0.212663,0.2551956,691.1270886,0.176486445,0,52
6/30/2015,40,20576,534,Employed,Master,15,15256,60,Married,0,Rent,252,0.415246402,5,1,0.324459832,0,Education,0,25,13,6660,676,35965,3362,1714.666667,0.878363239,4,32603,0.253256,0.258411839,455.3385073,0.412522458,0,57
7/1/2015,30,43971,538,Self-Employed,Bachelor,5,16174,36,Married,0,Mortgage,833,0.237057027,4,0,0.198186806,0,Home,0,24,2,10282,3899,69752,15893,3664.25,0.782707192,7,53859,0.232174,0.227339672,623.8506079,0.397584938,0,56
7/2/2015,47,106008,571,Self-Employed,Master,23,16264,60,Married,0,Mortgage,476,0.43369705,3,2,0.284611992,0,Auto,0,30,11,6876,7133,48091,16320,8834,0.908385591,5,31771,0.235764,0.240243788,468.1123662,0.106872579,1,44
7/3/2015,51,160444,654,Employed,High School,29,8931,84,Married,0,Mortgage,743,0.2668867,2,0,0.421273658,0,Education,0,28,16,2178,142,32824,94240,13370.33333,0.985545479,7,4670,0.206931,0.225746475,212.3973376,0.071456509,1,38.4
7/4/2015,20,38574,558,Employed,Master,2,20366,24,Married,1,Rent,125,0.121159634,4,0,0.373082519,0,Education,0,23,1,815,1356,436489,22168,3214.5,0.939437117,7,414321,0.216366,0.226786537,1063.388343,0.369696171,0,52
7/5/2015,30,44100,521,Unemployed,Associate,9,22900,48,Married,0,Mortgage,556,0.411099969,1,2,0.357873041,0,Home,0,24,9,3734,262,108605,51591,3675,0.399312603,7,57014,0.2574,0.219523334,720.8967073,0.347454886,0,58
7/6/2015,30,123427,455,Employed,High School,9,10322,12,Single,0,Own,313,0.558439485,3,1,0.261504572,0,Education,0,29,17,2625,2153,97882,37338,10285.58333,0.856116198,3,60544,0.247822,0.284413289,998.3648645,0.127495429,1,39.2
7/7/2015,28,115769,622,Employed,Master,7,17561,36,Divorced,3,Rent,388,0.354297875,2,0,0.17800445,0,Home,0,33,3,1959,493,42182,32171,9647.416667,0.689905721,4,10011,0.191561,0.189704823,643.454316,0.106915079,1,39.2
7/8/2015,49,42721,620,Self-Employed,Master,26,19676,24,Married,3,Mortgage,619,0.111328547,3,2,0.107904431,0,Debt Consolidation,0,24,17,1519,4145,108872,6208,3560.083333,0.626761426,9,102664,0.184676,0.182864033,985.0316282,0.450560135,0,46
7/9/2015,37,35041,507,Employed,Bachelor,15,32994,60,Married,1,Mortgage,157,0.409361827,2,1,0.099127333,0,Auto,0,18,15,4792,1527,25586,7869,2920.083333,0.926795536,7,17717,0.284494,0.295754841,1058.88072,0.416385624,0,52
7/10/2015,36,85068,551,Employed,High School,15,52186,36,Married,1,Rent,285,0.414448761,2,0,0.488567301,0,Home,0,30,26,5237,924,9931,87164,7089,0.906308041,5,8636,0.261686,0.228338004,2015.587767,0.324529238,0,56
7/11/2015,18,20090,575,Employed,High School,0,26815,36,Single,4,Other,488,0.129205284,4,3,0.556800619,0,Home,0,26,5,218,1081,223802,22351,1674.166667,0.621026673,9,201451,0.224315,0.224377685,1030.15979,0.906815205,0,57
7/12/2015,47,98792,609,Employed,Associate,26,11063,36,Divorced,4,Rent,174,0.206871458,1,1,0.700614612,0,Debt Consolidation,0,26,4,3942,1092,19501,5786,8232.666667,0.725834036,3,13715,0.191563,0.172434781,395.7679881,0.069208194,1,45.6
7/13/2015,25,58456,546,Employed,Master,0,13872,36,Single,5,Mortgage,473,0.224416647,4,4,0.161051563,0,Education,0,14,9,3121,312,71690,47196,4871.333333,0.791032515,6,24494,0.225872,0.228241725,535.7108307,0.207070788,0,51
7/14/2015,40,62281,458,Employed,High School,19,22850,36,Married,4,Mortgage,223,0.529980662,5,0,0.205695043,1,Home,0,21,6,1319,383,24963,18085,5190.083333,0.823960498,4,6878,0.27885,0.287908184,954.947271,0.226961148,0,67
7/15/2015,43,46942,594,Employed,Master,22,17566,60,Divorced,2,Mortgage,996,0.205491228,4,2,0.085811633,0,Auto,1,23,12,3512,2485,63748,32271,3911.833333,0.951072886,6,31477,0.225566,0.224191009,489.3488119,0.379706569,0,57
7/16/2015,56,32634,630,Self-Employed,High School,34,21590,108,Married,1,Rent,536,0.149037126,1,1,0.095600488,0,Education,1,21,18,666,2492,29744,207424,2719.5,0.72946095,4,10479,0.25159,0.245737912,497.8840095,0.3801743,0,56
7/17/2015,24,123924,573,Employed,Master,1,33327,48,Married,4,Rent,582,0.068875754,0,1,0.318016566,1,Debt Consolidation,0,23,2,592,452,60376,7802,10327,0.489995396,8,52574,0.241827,0.220486373,1050.88325,0.158117871,0,65
7/18/2015,18,80535,424,Self-Employed,Master,0,20215,60,Married,2,Own,244,0.156894996,2,0,0.224795107,0,Auto,0,24,25,11709,4555,112910,11158,3486.916667,0.870194057,6,101752,0.313215,0.356910637,726.4036565,0.278298494,0,49
7/19/2015,42,38268,594,Employed,Associate,24,74861,72,Widowed,2,Own,408,0.300313409,2,0,0.204594001,1,Debt Consolidation,0,22,27,27684,1194,43379,7969,3189,0.856622894,6,35410,0.292861,0.23873563,1965.110963,0.74415521,0,65
7/20/2015,61,44526,559,Employed,Associate,36,10007,48,Single,3,Rent,337,0.104962528,3,0,0.06538277,0,Education,0,22,23,20918,1241,22159,2187,3710.5,0.985112199,1,19972,0.225507,0.208662498,309.1542638,0.1741421,1,40
7/21/2015,54,78622,651,Employed,Master,29,28838,36,Single,2,Mortgage,513,0.220964318,2,1,0.437298845,0,Debt Consolidation,0,31,29,846,1784,226875,44706,6551.833333,0.799980221,1,182169,0.188338,0.185873115,1051.078819,0.238723841,1,36.8
7/22/2015,42,26748,565,Employed,Bachelor,22,9564,108,Married,2,Mortgage,581,0.629402929,5,0,0.304904097,0,Debt Consolidation,0,20,13,5291,3222,96315,40105,2229,0.569249178,3,56210,0.272064,0.29477945,253.3675236,0.374323698,0,56
7/23/2015,34,38552,612,Employed,Bachelor,13,14380,96,Single,1,Rent,380,0.695070436,2,0,0.248465036,0,Auto,0,25,23,1926,582,66999,8456,3212.666667,0.866864682,3,58543,0.24338,0.245758662,343.5672342,0.225223252,0,50
7/24/2015,49,38868,627,Employed,Bachelor,27,33548,36,Married,0,Mortgage,427,0.33625078,3,0,0.21353714,0,Debt Consolidation,0,29,16,2693,841,187679,6797,3239,0.871589178,1,180882,0.205048,0.210919823,1265.508091,0.522540318,0,46
7/25/2015,28,56180,531,Employed,High School,7,7859,60,Married,1,Mortgage,355,0.163315076,2,1,0.297031494,0,Debt Consolidation,0,30,20,32047,769,74219,46707,4681.666667,0.857313829,3,27512,0.247359,0.250191548,230.7603134,0.125117902,1,40.8
7/26/2015,45,38086,544,Employed,Master,22,25553,60,Married,1,Mortgage,986,0.356278835,2,0,0.130548602,0,Other,0,16,10,35211,139,102533,2512,3173.833333,0.849591388,4,100021,0.258553,0.245383373,743.1140791,0.54480305,0,47
7/27/2015,46,16493,583,Employed,High School,27,11826,60,Married,3,Rent,230,0.323624836,3,1,0.200692607,0,Home,0,23,1,8420,1284,36833,64843,1374.416667,0.96641948,5,6641,0.225326,0.226210918,330.8110674,0.408035701,0,58
7/28/2015,52,21700,613,Self-Employed,Master,32,21269,72,Single,1,Rent,203,0.118234711,4,1,0.155584669,0,Home,0,19,27,7334,1084,69197,15186,1808.333333,0.874703886,4,54011,0.229769,0.235342824,553.9476136,0.418588542,0,49
7/29/2015,73,21690,628,Employed,High School,47,16075,60,Single,3,Mortgage,469,0.183587473,4,0,0.14349929,0,Debt Consolidation,0,16,20,2835,5807,229943,26955,1807.5,0.994972012,8,202988,0.207075,0.187253152,414.5685167,0.488834587,0,44
7/30/2015,44,129870,533,Employed,Bachelor,23,22182,48,Married,1,Rent,296,0.450607058,4,0,0.259475799,0,Home,0,22,16,12264,1352,92619,23248,10822.5,0.840579301,8,69371,0.250682,0.24339014,727.3375198,0.094556481,1,39.2
7/31/2015,33,32623,472,Employed,High School,8,26869,72,Married,4,Rent,242,0.587474322,5,1,0.267425798,0,Home,0,29,1,2882,3552,46090,9759,2718.583333,0.809550591,2,36331,0.305869,0.333129368,866.5678298,0.407774084,0,58
8/1/2015,39,59466,550,Employed,Associate,16,37397,36,Married,0,Other,489,0.319177324,2,0,0.175447439,0,Auto,0,23,13,1183,209,158397,68361,4955.5,0.513440041,4,90036,0.247397,0.273672653,1534.11854,0.408257197,0,48
8/2/2015,18,48100,588,Self-Employed,Associate,0,23612,60,Married,1,Other,235,0.073250774,6,1,0.222276244,0,Other,0,25,18,1010,4051,16430,37462,4008.333333,0.8365051,4,8348,0.234612,0.231293963,667.3899681,0.225128474,0,55
8/3/2015,31,46420,608,Employed,Bachelor,7,29965,60,Married,1,Own,430,0.463156509,3,2,0.270192653,0,Home,0,20,21,2543,805,188812,22594,3868.333333,0.42472361,3,166218,0.230965,0.213727791,816.9501536,0.322348166,0,47
8/4/2015,35,49304,621,Employed,Bachelor,13,21296,84,Widowed,0,Mortgage,360,0.079974054,7,0,0.244889216,0,Home,0,25,1,538,1014,73312,40458,4108.666667,0.712093237,2,32854,0.235796,0.218914132,497.4518781,0.208693464,0,53
8/5/2015,33,92141,632,Employed,Master,11,11256,120,Single,0,Mortgage,385,0.562196758,6,2,0.267732498,0,Debt Consolidation,0,18,14,22538,134,70856,40786,7678.416667,0.680493419,7,30070,0.250256,0.231736446,241.717987,0.081620732,1,39.2
8/6/2015,41,55897,576,Employed,Associate,18,12461,60,Single,2,Rent,259,0.406553941,4,0,0.360913294,0,Debt Consolidation,0,26,13,891,3804,44274,39363,4658.083333,0.778038272,6,4911,0.229461,0.23415351,354.2614643,0.131655323,0,55
8/7/2015,30,98704,550,Employed,Bachelor,7,46437,48,Single,1,Rent,256,0.151577267,4,0,0.074587584,0,Education,1,20,12,1920,1071,16374,8046,8225.333333,0.839946528,8,8328,0.266437,0.309892156,1698.832944,0.237660027,0,54
8/8/2015,53,88812,663,Employed,Bachelor,29,11964,60,Widowed,4,Mortgage,343,0.299066628,4,0,0.464031375,0,Debt Consolidation,0,31,2,6662,706,88021,3041,7401,0.845131587,2,84980,0.185464,0.194859683,313.5606684,0.088712426,1,40.8
8/9/2015,40,32603,584,Employed,High School,15,24227,60,Married,2,Rent,905,0.040708378,5,1,0.410086051,0,Home,0,14,20,5848,1465,28686,6552,2716.916667,0.860913735,4,22134,0.237227,0.252548532,714.7188489,0.596160666,0,56
8/10/2015,39,37872,571,Employed,Associate,16,24034,60,Married,1,Rent,186,0.335929633,4,2,0.283108689,0,Debt Consolidation,0,27,25,5259,1499,136079,15722,3156,0.797602167,7,120357,0.243534,0.1948272,629.8562655,0.25850959,1,39.2
8/11/2015,36,28918,556,Employed,Associate,16,23366,36,Single,2,Mortgage,505,0.587033918,1,0,0.360194887,0,Education,0,16,29,2214,2684,72222,32170,2409.833333,0.717053463,6,40052,0.230366,0.249213027,928.0558282,0.5946701,0,57
8/12/2015,41,77718,587,Unemployed,Associate,19,36731,48,Single,0,Rent,225,0.109361921,5,1,0.202909087,0,Debt Consolidation,0,17,29,1285,1834,45016,36670,6476.5,0.766308304,4,8346,0.238231,0.237384637,1192.193411,0.218820877,0,54
8/13/2015,49,40114,569,Employed,Associate,21,15950,48,Married,2,Mortgage,436,0.498414256,1,1,0.150009586,0,Home,0,24,1,1721,2256,28255,181131,3342.833333,0.841240389,3,4266,0.22645,0.243803975,523.3591985,0.286989839,0,56
8/14/2015,29,27985,592,Employed,Bachelor,5,19815,12,Married,2,Mortgage,405,0.320152275,2,2,0.181622792,0,Home,0,25,20,729,382,29866,5069,2332.083333,0.822112705,4,24797,0.188815,0.210459148,1845.486103,0.965011014,0,52
8/15/2015,32,41676,498,Employed,High School,5,18574,60,Married,0,Other,455,0.753499146,5,1,0.356141969,0,Education,0,17,25,3103,1028,44475,9901,3473,0.769573296,7,34574,0.274574,0.290409946,590.0371415,0.300903294,0,57
